Date,Open,High,Low,Close,Volume,Adj Close
2016-04-04,113.220001,113.540001,111.919998,111.949997,781200,111.949997
2016-04-01,112.25,113.730003,110.93,113.559998,1326000,113.559998
2016-03-31,114.150002,114.709999,113.309998,113.75,761500,113.75
2016-03-30,114.150002,115.260002,113.199997,114.349998,974600,114.349998
2016-03-29,111.239998,112.839996,110.510002,112.75,769700,112.75
2016-03-28,112.029999,112.300003,110.879997,111.889999,514400,111.889999
2016-03-24,111.949997,112.169998,110.519997,111.57,1050600,111.57
2016-03-23,113.559998,113.989998,112.839996,113.050003,545400,113.050003
2016-03-22,113.239998,114.690002,113.029999,114.059998,785300,114.059998
2016-03-21,113.169998,114.190002,112.919998,114.07,762800,114.07
2016-03-18,115.620003,115.620003,112.379997,113.510002,1589300,113.510002
2016-03-17,109.870003,113.610001,109.519997,112.980003,1523300,112.980003
2016-03-16,107.089996,109.75,106.669998,109.540001,873700,109.540001
2016-03-15,106.440002,107.370003,105.110001,107.18,731900,107.18
2016-03-14,106.129997,107.739998,105.690002,107.550003,659300,107.550003
2016-03-11,107.00,107.470001,106.279999,106.610001,977700,106.610001
2016-03-10,105.519997,106.50,104.480003,106.089996,904500,106.089996
2016-03-09,106.07,106.669998,105.029999,105.220001,785300,105.220001
2016-03-08,107.610001,107.610001,105.339996,105.379997,955500,105.379997
2016-03-07,107.019997,108.879997,107.019997,108.839996,608500,108.839996
2016-03-04,107.010002,108.559998,106.470001,107.379997,902200,107.379997
2016-03-03,107.50,107.75,105.720001,106.980003,889000,106.980003
2016-03-02,106.669998,107.43,104.279999,107.339996,989300,107.339996
2016-03-01,105.110001,107.599998,104.50,106.800003,962500,106.800003
2016-02-29,104.870003,105.809998,104.080002,104.089996,844700,104.089996
2016-02-26,104.790001,105.449997,104.260002,104.879997,849100,104.879997
2016-02-25,102.449997,104.059998,101.940002,104.040001,932900,104.040001
2016-02-24,101.389999,102.57,99.940002,102.410004,976800,102.410004
2016-02-23,104.360001,105.290001,102.620003,102.660004,1040000,102.660004
2016-02-22,102.900002,105.400002,102.68,105.07,1963800,105.07
2016-02-19,101.260002,102.050003,99.669998,101.599998,1009800,101.599998
2016-02-18,102.50,103.150002,101.50,101.919998,897500,101.919998
2016-02-17,101.050003,102.779999,101.050003,102.25,1345200,102.25
2016-02-16,97.620003,101.07,96.339996,100.260002,1550800,100.260002
2016-02-12,95.25,96.699997,93.980003,96.330002,1431600,96.330002
2016-02-11,92.93,95.010002,91.650002,93.989998,1135700,93.989998
2016-02-10,97.580002,98.32,95.419998,95.550003,897300,94.825001
2016-02-09,96.010002,98.099998,95.809998,97.269997,1033900,96.531944
2016-02-08,97.620003,98.089996,95.919998,97.400002,1104800,96.660962
2016-02-05,98.629997,99.739998,97.379997,98.830002,2336400,98.080112
2016-02-04,95.309998,101.669998,95.309998,98.639999,2654500,97.891551
2016-02-03,93.790001,95.169998,91.860001,95.059998,1445000,94.338714
2016-02-02,93.120003,93.800003,92.07,92.730003,1539100,92.026399
2016-02-01,94.360001,95.199997,92.919998,94.470001,1417800,93.753194
2016-01-29,93.550003,95.739998,92.699997,95.57,1306700,94.844846
2016-01-28,93.860001,94.580002,92.150002,93.129997,1703500,92.423357
2016-01-27,92.07,97.459999,91.989998,93.870003,2250000,93.157748
2016-01-26,91.419998,95.419998,91.129997,94.470001,2476900,93.753194
2016-01-25,91.459999,91.830002,89.68,90.660004,1380800,89.972105
2016-01-22,91.449997,92.459999,89.940002,91.580002,883300,90.885123
2016-01-21,90.589996,91.510002,88.110001,90.059998,1326300,89.376652
2016-01-20,89.470001,90.75,87.529999,89.709999,2139700,89.029309
2016-01-19,92.629997,92.849998,89.849998,91.260002,1690300,90.567551
2016-01-15,89.900002,92.419998,89.480003,91.68,1537700,90.984363
2016-01-14,93.370003,94.260002,91.300003,92.589996,1509000,91.887454
2016-01-13,94.779999,95.50,92.639999,92.970001,1382200,92.264575
2016-01-12,94.760002,94.970001,92.75,94.32,1089500,93.604331
2016-01-11,94.019997,94.57,92.449997,93.449997,1435500,92.740929
2016-01-08,94.150002,95.489998,93.220001,93.470001,1246000,92.760782
2016-01-07,96.080002,96.389999,93.220001,93.43,1860000,92.721084
2016-01-06,99.099998,99.559998,97.019997,97.919998,1400800,97.177013
2016-01-05,101.18,101.940002,100.099998,100.610001,670600,99.846605
2016-01-04,100.709999,101.550003,99.029999,101.519997,1429300,100.749696
2015-12-31,103.730003,104.150002,102.610001,102.610001,562700,101.83143
2015-12-30,104.550003,105.470001,103.910004,103.980003,503200,103.191037
2015-12-29,104.059998,105.18,103.610001,104.959999,645700,104.163597
2015-12-28,103.519997,104.129997,102.629997,103.230003,504000,102.446728
2015-12-24,104.050003,105.00,103.389999,103.82,298200,103.032248
2015-12-23,102.800003,104.470001,102.220001,104.199997,855800,103.409362
2015-12-22,101.330002,102.599998,99.739998,102.010002,940600,101.235984
2015-12-21,100.690002,101.239998,99.580002,100.75,684800,99.985542
2015-12-18,100.019997,100.629997,98.919998,99.620003,1525600,98.864119
2015-12-17,103.309998,104.059998,99.970001,100.019997,1220300,99.261078
2015-12-16,102.779999,104.00,101.720001,103.379997,1633200,102.595584
